4570.934	83.52
40.0	70.44
86.51	86.52
40.0	70.2
40.0	69.06
40.0	70.14
40.0	69.66
40.0	68.46
40.0	283.74
2930.878	78.66
107.128	97.2
40.0	275.1
1097.488	97.14
40.0	109.14
243.272	107.94
627.306	179.04
40.0	165.18
272.202	177.42
40.0	225.36
230.236	139.74
40.0	164.58
40.0	108.66
164.288	142.02
40.0	255.36
611.27	99.78
40.0	144.24
40.0	141.72
40.0	76.14
1753.534	85.14
40.0	83.52
40.0	87.84
1123.196	89.1
401.272	142.62
40.0	187.56
40.0	196.38
364.236	76.74
3461.632	104.22
40.0	74.4
40.0	74.76
101.394	95.04
40.0	279.0
40.0	74.94
158.19	84.54
305.332	189.48
189.264	228.72
40.0	262.08
177.24	82.14
841.96	173.04
40.0	142.62
40.0	142.5
40.0	140.4
40.0	74.22
40.0	86.64
40.0	75.6
1129.938	70.38
4506.732	95.58
40.0	71.4
40.0	70.62
40.0	69.66
418.17	96.42
40.0	173.94
40.0	165.24
40.0	173.28
40.0	70.26
145.114	78.96
358.1	152.58
473.82	192.06
40.0	190.86
40.0	189.24
120.546	84.6
180.09	251.34
40.0	267.18
87.964	88.44
40.0	280.56
40.0	70.62
40.0	100.62
467.754	74.58
2732.86	86.04
110.578	101.64
40.0	268.68
40.0	77.52
3215.352	92.52
40.0	75.3
40.0	77.28
40.0	75.06
335.278	100.62
40.0	188.82
190.534	211.98
40.0	256.44
40.0	75.06
160.996	87.78
313.182	182.52
194.08	222.48
40.0	260.58
103.902	96.66
40.0	277.08
40.0	75.48
40.0	77.94
40.0	78.48
40.0	77.28
