1936.716	110.4
136.346	88.08
313.732	99.24
135.15	87.96
136.564	84.9
136.068	87.66
136.606	85.8
136.616	85.32
258.03	152.16
1135.71	94.14
382.8	108.9
248.826	145.26
962.43	111.6
182.576	110.1
314.408	105.48
744.084	133.62
178.598	127.62
528.358	128.04
201.714	140.4
349.726	113.82
177.03	129.12
182.174	110.58
372.332	122.22
232.236	152.76
773.048	110.22
200.05	116.46
199.802	117.9
176.402	99.66
987.476	109.5
185.912	106.86
186.316	105.06
525.42	108.66
615.812	134.7
200.996	132.36
200.828	136.74
283.166	101.88
1447.002	132.84
131.04	98.58
131.376	99.18
283.906	108.66
207.538	165.42
130.582	99.78
267.258	108.36
356.01	153.3
342.65	171.6
179.786	181.8
243.242	103.02
697.294	154.2
162.61	136.92
164.214	133.44
164.378	133.92
130.59	98.88
184.62	108.48
177.194	100.44
560.13	89.04
2051.924	112.5
122.978	86.7
122.542	87.18
123.106	86.94
635.526	105.0
201.306	124.68
198.816	129.84
200.546	124.86
123.352	84.36
262.818	93.72
384.214	132.24
565.728	152.04
186.634	142.14
185.618	145.26
267.53	92.16
441.95	149.22
216.62	154.26
287.012	94.44
243.282	156.42
122.86	85.08
242.962	119.22
327.418	98.7
1265.762	111.36
330.818	116.28
229.97	158.1
153.366	98.04
1565.078	111.72
130.332	92.34
130.936	93.24
130.858	94.98
441.938	106.68
202.298	142.92
379.286	147.66
200.17	166.26
129.45	95.46
269.756	101.94
378.276	142.92
364.382	159.3
189.476	168.78
287.838	108.42
217.32	165.24
130.178	91.98
154.16	97.98
153.53	99.96
154.242	101.76
