274.218	182.16
271.528	186.42
272.246	181.32
270.742	183.78
265.07	186.48
282.798	179.82
270.528	185.88
266.7	183.84
267.398	185.16
267.798	182.82
271.446	185.22
259.664	190.2
278.942	184.32
266.254	184.92
265.49	188.28
269.908	184.86
266.464	187.38
259.142	190.5
261.52	191.46
268.78	185.22
276.166	185.88
267.266	186.24
271.582	183.54
269.576	184.68
269.552	184.32
264.452	191.76
263.75	184.86
267.662	186.0
269.814	183.9
270.954	183.0
263.99	185.88
268.686	184.02
258.666	192.06
264.226	191.76
251.28	194.04
277.098	183.12
268.956	187.56
265.736	187.32
272.42	185.88
264.128	191.4
265.352	194.88
276.186	181.2
267.916	186.3
270.876	184.08
267.802	188.28
262.854	191.52
275.37	180.36
266.478	188.04
267.622	190.02
266.554	189.6
264.266	188.7
265.312	186.36
285.776	181.08
267.096	191.1
274.34	182.4
274.21	183.48
266.904	184.62
267.804	183.72
268.934	186.3
276.962	181.08
266.354	185.82
282.548	182.46
269.6	183.66
272.376	183.36
269.578	185.64
282.232	178.86
266.534	189.3
268.426	188.94
253.102	194.52
278.678	182.16
277.458	182.34
267.924	188.58
271.858	185.1
256.944	193.38
264.79	183.78
267.864	185.64
254.912	190.56
273.902	185.46
265.838	189.24
255.202	193.44
265.714	186.0
275.748	186.72
270.642	184.98
275.61	181.86
262.29	192.3
267.176	185.1
271.418	187.2
268.498	187.02
261.2	189.12
272.638	186.18
264.254	186.48
273.05	183.96
266.38	187.86
262.5	189.06
271.904	185.04
270.492	190.38
264.722	189.3
277.942	184.62
265.656	187.08
275.38	182.46
