0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
0	10
8	2
