24188	80044
41702	87880
41702	62530
41702	60840
24188	113844
41702	76050
41702	57460
41702	32110
41702	54080
41702	55770
41702	92950
41702	38870
24188	113844
41702	28730
41702	20280
41702	108160
41702	8450
41702	10140
41702	32110
41702	20280
41702	11830
41702	84500
41702	65910
41702	0
41702	64220
41702	86190
41702	94640
41702	0
41702	0
24188	103704
41702	60840
41702	49010
41702	65910
41702	5070
41702	28730
41702	1690
41702	74360
41702	43940
41702	27040
41702	55770
41702	6760
41702	76050
41702	67600
41702	84500
24188	93564
41702	77740
41702	25350
41702	28730
41702	92950
41702	1690
41702	11830
41702	38870
41702	62530
41702	60840
41702	21970
41702	38870
41702	8450
41702	11830
41702	20280
41702	13520
41702	18590
41702	0
41702	16900
41702	8450
41702	20280
41702	0
41702	1690
41702	1690
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	0
41702	103090
41702	13520
